"","Gene","padj"
"505","KMO",0.000890534974322662
"126","HLA-DPB1",0.000917723384765076
"59","IGKV2-30",0.000922261994372087
"187","IQGAP2",0.000931845081888456
"163","ADGRL2",0.000935394446761814
"308","CCR9",0.000936040276955758
"138","TMEM244",0.000937356901010194
"267","SECTM1",0.000937356901010194
"399","GAS2",0.000947474181280982
"326","UCP2",0.000952928301523657
"383","ATP1A3",0.000959533385910084
"382","NBEAL2",0.000970718136405926
"269","TRAV19",0.00098480028454337
"350","XRN1",0.00098480028454337
"193","CLECL1",0.00100565909012413
"17","SH3BP1",0.00100925581633863
"241","SLC27A2",0.0010633413510625
"335","IGKV5-2",0.0010633413510625
"429","REL",0.0010633413510625
"309","CTLA4",0.00108230954252472
"132","IGLV3-1",0.00109414576839133
"286","CXCR4",0.00109726132336644
"112","RINL",0.00110062140221071
"514","CCN3",0.00112277293070385
"395","IGHG3",0.00114717193294962
"226","HLA-DRB1",0.0011481451445609
"345","TOX2",0.0011481451445609
"415","C1QA",0.0011481451445609
"231","SIGLEC14",0.00118935169973221
"362","P2RX5",0.00120265475870444
"152","SHANK1",0.00121792099468851
"247","ASS1P1",0.00122475384628714
"191","HSP90AB2P",0.00125426157472166
"276","TRBV7-9",0.0012843409638946
"402","HLA-C",0.00129422518528887
"131","SIRPD",0.00131125897496522
"217","TRBV6-6",0.00132348764092144
"497","CTSS",0.00135344373930057
"147","OAS3",0.00135470601979244
"283","TRIM51BP",0.0013664579393595
"162","BATF2",0.00139346274364972
"511","TRBV6-1",0.00140348885255979
"450","OAS1",0.00149216105514755
"134","DGLUCY",0.00150375226103939
"277","MYO7B",0.00151161788054949
"314","LRRTM3",0.00151830392796196
"243","CLNK",0.00153945830122816
"2","ARRDC5",0.00155763389847994
"258","GLCCI1",0.00155763389847994
"95","PPM1M",0.00156521618985187
"62","TRAV12-3",0.00158425082514855
"218","HRNR",0.00160263417882999
"265","SHC3",0.00160263417882999
"166","TRAV20",0.00163131621941604
"56","KIR3DX1",0.00166751068401854
"149","TRAV4",0.00172754181282909
"220","TRAV27",0.00174354000806944
"54","FUT7",0.00177145557869137
"167","LSP1",0.00185233275668283
"7","C1QC",0.0018618319601126
"76","LRRC25",0.0018618319601126
"224","PIK3R6",0.00189505106151443
"465","SP100",0.00193139996234041
"186","UNC13D",0.00193947805420261
"228","IFI30",0.00197859642449534
"35","ERMN",0.001993643421793
"29","FCHO1",0.00202000828267199
"422","RASA4B",0.00202000828267199
"489","HS3ST3B1",0.00202000828267199
"105","IGKV1-5",0.00202678683125957
"408","LY75-CD302",0.00205362480688381
"313","MDGA1",0.00207224972127002
"471","KDM4C",0.00207224972127002
"490","SLC25A28",0.00208284303705847
"172","CGAS",0.00208507579107104
"503","CA10",0.00209517234354067
"330","C4orf50",0.00216588111066002
"128","GPR174",0.00219979717324521
"475","SKAP1",0.00220393769507169
"328","PIK3IP1",0.0022159373823488
"369","LUZP2",0.00223947447879072
"301","GIMAP2",0.00225433676744579
"108","IL21",0.00227915249684425
"440","GMIP",0.00227915249684425
"461","APOC1",0.00227915249684425
"478","CFAP54",0.00227915249684425
"327","ZNF716",0.00232921763714036
"235","DSG1",0.00233484944917986
"182","HLA-DMA",0.00236509783237102
"117","LTB",0.00237365851940554
"409","TNFAIP2",0.00237365851940554
"289","ADAMTS20",0.0023838947422932
"364","TRBV28",0.00241231908564289
"501","TAP2",0.00242161498752291
"517","TTC16",0.00245839854904343
"86","SPI1",0.00246416530338385
"253","MAP3K8",0.00247702671281651
"387","ZBED3",0.00256570674670396
"481","KBTBD8",0.00260508721994743
"433","AKR1B1P1",0.00265092026664593
"256","BMS1P13",0.00273344988660544
"239","MS4A6A",0.00276710395538012
"363","CD4",0.00276710395538012
"30","CCR7",0.00278673624999135
"271","TRANK1",0.00280127152082255
"184","ATG7",0.00280677059357742
"33","GNG12",0.00281006757190523
"136","SEPTIN6",0.00281914256574488
"164","CNTFR",0.00282366644844992
"89","DOK2",0.00288234710771606
"372","FNBP1",0.00288474216235536
"39","IKBKE",0.00293700306684666
"331","ADCY7",0.00293700306684666
"361","CR1L",0.00293700306684666
"445","TRGV7",0.00297353471018982
"274","NDST3",0.00297701331092985
"140","TNFAIP8",0.00300179896268639
"270","CLEC2D",0.00300474554035197
"396","TRGV2",0.00303457523795807
"94","COL7A1",0.00305468698492602
"329","ASB4",0.0030928217173263
"339","CASP8",0.0030928217173263
"344","ACOD1",0.0030928217173263
"10","PLCH2",0.003114373219914
"316","TRGV1",0.003114373219914
"156","SIGLEC15",0.0031671590170965
"507","TRAV17",0.00317024049258992
"506","TRAV26-2",0.00323473638130856
"174","ZNF101",0.0032527501106971
"479","RGL4",0.00325403040255369
"118","CLEC9A",0.00328798416239489
"37","ISG20",0.00335288685921214
"340","C3AR1",0.00339528557887201
"45","PTGES3P1",0.00341519136696036
"50","ERP27",0.00342708892000482
"288","UGT2B15",0.00344814084564554
"80","TRBV4-1",0.00347031544089698
"180","PSMA8",0.0034916934205047
"388","PDE3A",0.00349728337138442
"31","RPL4P1",0.00350620052239256
"44","TLR7",0.00350620052239256
"348","PLCB2",0.00350620052239256
"484","ONECUT2",0.00350859836353212
"98","IGHV3-13",0.00352609379333547
"367","JAML",0.00353028903911878
"512","ITGAM",0.00357033759743608
"97","CCR4",0.0035757062645792
"444","SOD2",0.00362605043841354
"310","AC015911.7",0.00367237059608117
"389","FBLL1",0.00370241509363207
"323","EVL",0.00370777864899863
"325","PIGR",0.00371314477002773
"161","RESF1",0.00375863189306574
"25","TRAV9-2",0.003783080845114
"359","APOL2",0.00378413908393214
"190","MAP3K5",0.00379548742354409
"279","SLC9A9",0.00381053950270098
"480","KLRC3",0.00381507639885128
"26","SNAP25",0.00381837949967007
"324","IDO2",0.00386669765593693
"384","AC139495.2",0.00386669765593693
"302","RAB19",0.00390699867883431
"406","ST13",0.00394806046782146
"319","STXBP5L",0.00395575699851817
"312","SYK",0.00401034177253257
"436","NPM1P7",0.00404822177197326
"88","GAPT",0.00410989037713962
"456","COL20A1",0.00410989037713962
"454","CMKLR1",0.00412494737591968
"441","ZBED2",0.00415084949807154
"222","SLC9A7",0.00431580584096763
"144","P2RY6",0.00433121589840789
"338","TRAV13-1",0.00433121589840789
"157","IGSF9",0.00437423532035198
"466","AC006254.1",0.00439201498716237
"468","IFITM1",0.00439201498716237
"53","IGF1R",0.00439908562378658
"495","KCNA4",0.00445776459667706
"68","PLD4",0.0044820303338406
"393","IGLV9-49",0.00448945354404621
"146","IGKV2D-28",0.0045228797778955
"280","TNFSF11",0.00456202208171044
"332","TRDC",0.00456511040233031
"115","PPM1E",0.00456959812056472
"371","ADGRF4",0.00457716899422814
"40","AP1S1",0.00458413288667382
"245","ALOX5",0.00461919743478279
"303","KLRG1",0.00465290348288188
"449","AC015911.4",0.00465639987049505
"204","MBOAT7",0.00466778538667337
"83","TEC",0.00469614469829396
"73","IGLV4-69",0.00472799043985678
"67","HLA-DPB2",0.00476437671452752
"198","SEC11A",0.00479911558476807
"502","CYSLTR1",0.00481289948243669
"411","CKMT1B",0.0048461751682768
"477","KCND2",0.0048461751682768
"375","KRT19",0.00494540780652109
"248","AQP5",0.00494910648383102
"52","PTGER4",0.00497905718291779
"148","MS4A4A",0.00497905718291779
"381","GRK2",0.00497905718291779
"64","PCDHA9",0.00499801109228062
"272","ST8SIA5",0.00499801109228062
"61","IGHV4-34",0.0050532533477902
"179","CRYBG1",0.00510265555890286
"293","CPEB3",0.00510265555890286
"6","DPP10",0.00522461427821403
"237","RILPL2",0.00522461427821403
"366","NCF2",0.00535615263676518
"225","HMSD",0.00536388024194246
"413","IL18R1",0.00536388024194246
"57","HERC6",0.00544677630902583
"473","INPP4A",0.0054691046673355
"519","LY75",0.0054691046673355
"431","RHOG",0.00558776048083891
"114","MTURN",0.00559229743383492
"9","ARL11",0.00563498650865327
"63","XAF1",0.00563498650865327
"141","MCAT",0.00564801658205442
"81","TRBV29-1",0.00575177237532781
"287","PTAFR",0.00587555889915782
"264","KIAA0040",0.00587650104885655
"93","SIGIRR",0.00591238204031472
"189","C12orf75",0.00591238204031472
"491","ATP1B2",0.00591813239061184
"19","CASP4LP",0.00594412402742351
"176","TRAV25",0.00594467976980252
"139","PRSS8",0.00595332212902358
"474","DOK5",0.00598208752062516
"104","TESPA1",0.0060053432382863
"100","ADGRE1",0.00602738473920645
"296","IKZF2",0.006038477104939
"509","COL2A1",0.006070514981641
"213","LINGO4",0.00607610350083242
"508","NHSL1",0.00607744378532138
"133","SMAP2",0.00609510935808436
"230","IGDCC4",0.00609510935808436
"12","EBI3",0.00612487298088514
"101","NCF4",0.00617639962352518
"356","IGKV1-27",0.00617639962352518
"103","TAS2R60",0.00619107152620885
"120","STYK1",0.00619760933102179
"488","IGLV5-45",0.00620612537743509
"159","GALNT6",0.00621922993526647
"370","FABP7",0.00623820482702373
"252","HSP90AB1",0.00632762219516403
"238","GALM",0.00633785143430183
"499","IGHV3-7",0.00634769874633473
"260","CDH12",0.00638370110348927
"74","NECTIN1",0.00642992984615905
"498","SBSN",0.00642992984615905
"407","AP001282.1",0.00650837158321041
"334","NXPE3",0.00653072142045537
"202","P2RY14",0.00653758326266238
"240","ADGRA3",0.00653758326266238
"311","ADA",0.00653758326266238
"203","GBP2",0.00654348191578085
"60","FOXL2NB",0.00657836223105663
"353","PARP15",0.00661706675852736
"90","TMEM108",0.00661911224666223
"171","TMEM98",0.0066336797777246
"42","WDR49",0.00665756178432119
"292","CD79A",0.0066912609275336
"426","MACC1",0.00675379278863339
"212","PRY2",0.00676011082472202
"284","CXCR3",0.00676135024200847
"266","PRKCH",0.00682703459874787
"421","HLA-L",0.00694336677081594
"355","IGLC3",0.00695427235437254
"255","NKAIN1",0.00705051756118321
"185","ZNF578",0.00707850555818511
"205","IFI35",0.00707850555818511
"282","EVI2A",0.00707850555818511
"315","AMDHD1",0.00707850555818511
"249","CNTN4",0.00708071612963293
"451","PRKX",0.00709786751282032
"452","KIF1A",0.0071664913616044
"404","KLHDC3",0.00737885718053029
"129","RMND5A",0.00744126877392949
"403","BICDL1",0.00748027764074235
"275","SYTL1",0.00751997051708838
"290","SLC46A3",0.00751997051708838
"518","TNF",0.00751997051708838
"321","IGHV3-73",0.00753054020621441
"459","RP1",0.00758175879785229
"437","DLX3",0.00760705526826709
"77","GPR55",0.00765281217935636
"448","C2",0.00765281217935636
"515","ADCY6",0.00765784089500053
"476","AC068775.1",0.00778828778974502
"160","GAB2",0.00782581343384126
"92","TRAV3",0.00790598763695984
"435","PIM1",0.00795313283880448
"201","PODXL2",0.00797092323681166
"470","WASF3",0.00800118868171011
"317","KRBOX1",0.00800233469470176
"145","GNLY",0.00813982123573916
"462","AC093311.1",0.00817998472758748
"223","TRAV1-1",0.00818509155859371
"410","TRAV22",0.00818509155859371
"66","TRPT1",0.00818621320141492
"250","SORCS2",0.00821194684691041
"188","TMEM176B",0.00828629286579155
"443","COL4A5",0.00828629286579155
"434","GRIK3",0.00832108522392951
"446","IGHV1-58",0.00834751036560902
"111","INTS6L",0.00836216260104425
"379","TRPC6",0.0083909720252993
"336","BLK",0.00847158956242342
"397","TAPBPL",0.00852480731130052
"487","TRAV8-1",0.00855317406046167
"458","AC134669.1",0.00858603514108003
"208","IGLV1-41",0.00865284256253105
"423","TNFRSF13B",0.00878135925860456
"113","JAK3",0.00882768740293637
"398","IGLV3-19",0.00882768740293637
"482","RNASE6",0.00884962589442588
"4","CASP10",0.00887500713800348
"347","TRAV39",0.00891773183692749
"130","ADAP2",0.00892402845130114
"5","RPS10P2",0.00893732011666535
"351","ZNF362",0.00904308563505575
"318","AC068580.4",0.00911855025753385
"155","ARNTL",0.00913262077281681
"365","NLRP1",0.00913262077281681
"244","NR3C1",0.00921297207815066
"294","RBM47",0.00921490245815885
"123","TRIM55",0.0092619419446967
"122","WIPF1",0.00930910176364087
"304","EXOC3L4",0.00930910176364087
"417","EFNA2",0.00933940097713307
"91","POU2F2",0.00935034213620032
"110","TRAV2",0.00940608073785736
"1","HS6ST2",0.00953129739305924
"125","APOBEC3F",0.00955648318739632
"51","ZIC2",0.00962946908326527
"173","IGKV3D-11",0.00962946908326527
"464","VAT1L",0.00963613784048225
"251","HLA-DQA1",0.00970719846603218
"150","KIAA0513",0.00971227874827255
"467","SOSTDC1",0.00976000613007895
"278","ATP8A1",0.00980678572916749
"392","GLRX",0.00986637821537359
"216","WASHC3",0.00987126490109725
