TRIM25	0.004230482198014323	1
RNF4	0.0018231479224637727	1
NTRK1	0.0014896279153720775	1
EGLN3	0.001139793946275963	1
XPO1	0.0010397899175926205	1
PPP1CC	7.180006376622152e-4	1
RNF2	7.137010367591402e-4	1
ALB	6.836227274075336e-4	1
ESR1	6.640608537589467e-4	1
TCTN3	6.613668670230959e-4	1
CSNK2B	6.449237909858647e-4	1
SIRT7	6.031960695576394e-4	1
UBE2M	6.004180129695657e-4	1
UBE2I	5.850856248768117e-4	1
BMI1	5.842909723909976e-4	1
GSK3B	5.633618097676514e-4	1
FBXW11	5.613718655018442e-4	1
CACNA1A	5.547298890020735e-4	1
KRT31	5.544891171893131e-4	1
TCF4	5.370703125455891e-4	1
STAT3	5.351259370242063e-4	1
MTCH2	5.343015057686319e-4	1
ACTA1	5.330095022555387e-4	1
HSP90AB1	5.175744687795871e-4	1
TRAF1	5.148629550202383e-4	1
YIPF3	5.108926581607438e-4	1
RBPMS	5.106769773656883e-4	1
FBLN1	5.094670722639836e-4	1
USP15	4.972961563812612e-4	1
ZBTB16	4.952220606941162e-4	1
PLEKHA8	4.902460907212022e-4	1
CCT2	4.888467117176658e-4	1
SYNE4	4.8727704428395654e-4	1
NFKB1	4.855052694196858e-4	1
UCHL5	4.845482497867591e-4	1
TNF	4.830320584117496e-4	1
VAPB	4.8269225792772096e-4	1
FLT4	4.81440267390455e-4	1
GHRL	4.806543273163087e-4	1
AR	4.7847140248533126e-4	1
CALCOCO2	4.721606286406366e-4	1
TGFB1	4.7113806889903086e-4	1
SPTAN1	4.708966489756282e-4	1
PTPRO	4.69105282615461e-4	1
JUP	4.685817424038738e-4	1
TPSB2	4.6739624563522946e-4	1
LYPD3	4.64003316327931e-4	1
PDE4DIP	4.549410491845043e-4	1
CCT4	4.5384490071311077e-4	1
FBL	4.53544364386128e-4	1
RAE1	4.5168807020029095e-4	1
JUN	4.5079133191020394e-4	1
ANXA7	4.5042256486219165e-4	1
EZR	4.498884941742355e-4	1
LRRC15	4.477023375970962e-4	1
USP4	4.4745505091338134e-4	1
ILF2	4.460895991189153e-4	1
PLSCR1	4.454532437847527e-4	1
FKBP4	4.448524800303228e-4	1
NME2	4.4304607983618427e-4	1
RPLP0	4.418494177756293e-4	1
TCP1	4.403290979794668e-4	1
MAP2K1	4.4001088683591526e-4	1
TPM2	4.3932972443543256e-4	1
MACF1	4.380198982918388e-4	1
ARIH1	4.3736132209518656e-4	1
UBE2D3	4.355791696474993e-4	1
TSG101	4.341300272742444e-4	1
CD79B	4.339109972679955e-4	1
ZNF746	4.339061824466173e-4	1
ADD1	4.3385164493439047e-4	1
STX1A	4.330925819573551e-4	1
RPS3	4.30057971002027e-4	1
ATP2B2	4.255749704262519e-4	1
VDAC2	4.2406031328853745e-4	1
CCT8	4.2360264774676104e-4	1
TRIM55	4.235428866747286e-4	1
GOPC	4.223664317075304e-4	1
TRIM68	4.2164229129499167e-4	1
EMD	4.2069503087606354e-4	1
FKBP5	4.1963803167820656e-4	1
C15orf48	4.188513284459208e-4	1
DTX2	4.1715256833090605e-4	1
MECP2	4.146417711800854e-4	1
CALR	4.134966368539188e-4	1
NRG1	4.1194534145072825e-4	1
TRAF3	4.105733652720491e-4	1
YBX1	4.0768300950195624e-4	1
NMI	4.0749526601651243e-4	1
ERGIC3	4.0740369902030917e-4	1
VIPR2	4.0702112623106426e-4	1
CREB3L1	4.064066214967947e-4	1
RBBP4	4.057807718691646e-4	1
UBE2E1	4.0572737660405636e-4	1
LDHB	4.057078589131594e-4	1
CERS2	4.0545890660561115e-4	1
GBP6	4.053567021037476e-4	1
GAPDH	4.0437998280489634e-4	1
DSTN	4.0427337921904096e-4	1
EEF1G	4.038866511622009e-4	1
TNIP1	4.037842553575301e-4	1
JAK1	4.034226819616838e-4	1
SERPINB4	4.0163602501870865e-4	1
HAUS1	4.007185967399407e-4	1
PTPRD	4.002974393309785e-4	1
RBM3	4.0029143880477306e-4	1
PPP2CB	3.994938657277319e-4	1
XRN1	3.992749651950422e-4	1
CASP1	3.984660573766208e-4	1
TNFSF11	3.97655283750177e-4	1
IL1B	3.9753113502710843e-4	1
YBEY	3.946634662696701e-4	1
CLEC2D	3.9331293546498883e-4	1
RPL8	3.9269159817680336e-4	1
SLC25A6	3.920310218875144e-4	1
IGSF21	3.915866678721742e-4	1
SMARCAD1	3.913969089240194e-4	1
RAN	3.912353654405924e-4	1
PDHB	3.906811186538982e-4	1
ICAM1	3.901401381276902e-4	1
RPL23A	3.901346979928618e-4	1
SUMO1	3.8974957952327214e-4	1
PCBD1	3.896426841605747e-4	1
DDX1	3.890393509650346e-4	1
TP53BP2	3.8875339689720947e-4	1
DNMT1	3.87701500606965e-4	1
C5AR2	3.865736478027198e-4	1
ZFP36	3.8651799261091215e-4	1
RPL7A	3.863073093099263e-4	1
ARHGAP17	3.8619748838697525e-4	1
RPS16	3.8616921935144067e-4	1
SMC1A	3.8616661225948206e-4	1
APLNR	3.860990187087959e-4	1
RPS15	3.8570827835445864e-4	1
CTDSPL	3.8517456167064094e-4	1
RPL9	3.8449963449779594e-4	1
ANTXR1	3.844081134600515e-4	1
DNM2	3.841990066203788e-4	1
CCNA2	3.8380144506520617e-4	1
PRKAB2	3.8351152236460606e-4	1
ARG1	3.8305299096417903e-4	1
PGR	3.8305214643413776e-4	1
SIRT5	3.828805862434878e-4	1
SF3B4	3.823310688853717e-4	1
TPM1	3.822020798634939e-4	1
COPS2	3.8207857193206724e-4	1
POLR1C	3.8134425324000247e-4	1
SUGT1	3.7997822916674043e-4	1
DKKL1	3.792390760069666e-4	1
P4HB	3.790479922275415e-4	1
GRN	3.7890442137278823e-4	1
NOS1	3.786325741788716e-4	1
ASB7	3.785823589044312e-4	1
HERC3	3.783400653872514e-4	1
KCTD3	3.779597954329041e-4	1
RPS24	3.7762790050307733e-4	1
TNR	3.774662433525209e-4	1
GPR21	3.770867615480945e-4	1
SLC25A3	3.769659706143115e-4	1
RGS9	3.769293175296067e-4	1
CD1B	3.7675794893284373e-4	1
KLC1	3.7629594754750787e-4	1
TCEA1	3.7550080325818845e-4	1
JAK2	3.7534150624972536e-4	1
EYA2	3.75146480035375e-4	1
UBE2W	3.750466591351086e-4	1
MMP9	3.74990059713727e-4	1
MCL1	3.748751884651819e-4	1
EIF3I	0.00037397570174621623	1
SMAD7	3.731226042673696e-4	1
S100A9	3.7292053512343683e-4	1
EFEMP1	3.729111888998054e-4	1
NOTCH3	3.723732723094663e-4	1
UBASH3B	3.7236621021135375e-4	1
RPL28	3.7235880857788275e-4	1
VASN	3.7172552408052e-4	1
TRIM8	3.714903759807698e-4	1
ID1	3.713448066198677e-4	1
UBE2L6	3.7111930752978955e-4	1
BATF3	3.7110269400083114e-4	1
GBP7	3.710512245046467e-4	1
RPS26	3.710426607582739e-4	1
RPL21	3.70980584323033e-4	1
TNFAIP3	3.708523156624536e-4	1
SMARCC1	3.708161877269875e-4	1
ATF4	3.702120283146002e-4	1
NCAN	3.6954381300024764e-4	1
NIFK	3.694341814445738e-4	1
ABCB11	3.693439317734109e-4	1
PRDX6	3.693024514013105e-4	1
SKA3	3.692782590938045e-4	1
IL27RA	3.689293586062989e-4	1
STYX	3.6883993543565394e-4	1
CYFIP2	3.688373484645541e-4	1
COPS4	3.6880820260333763e-4	1
RPL35	3.687724037094634e-4	1
TEAD2	3.68146921379501e-4	1
MAP3K5	3.6785565941598096e-4	1
PDE1C	3.6771464999458934e-4	1
RBM25	3.6752182191852705e-4	1
LLGL2	3.672092959145531e-4	1
RPL19	3.669533005842777e-4	1
TACR1	3.660923444532083e-4	1
TAF9	3.660761759429485e-4	1
MIF	3.660698361455276e-4	1
ACSL4	3.656025864378342e-4	1
BAG4	3.655240801215264e-4	1
COLQ	3.652044772882666e-4	1
UBE2V1	3.651424506560235e-4	1
GNA12	3.651278334304506e-4	1
USP39	3.6510228578754414e-4	1
WDR26	3.648416757847162e-4	1
