"","Gene","padj"
"649","KLRC4-KLRK1",0.000857366146634895
"1728","TOMM20P2",0.000857366146634895
"1903","RPS3AP5",0.000863164288211852
"1265","COA8",0.000867419575679421
"796","ERH",0.000867681507244655
"833","TJP2",0.000871626091219431
"9","IGKV1D-16",0.000874804751699631
"1166","NFKB1",0.000875700328864659
"1271","DPP6",0.000876734606360727
"1189","IMPDH1P5",0.000878907583985727
"1421","CHORDC1P4",0.000880471104806909
"1237","RAB19",0.000883408056373543
"1595","MYEOV",0.000883408056373543
"1290","CD68",0.00088538283971663
"746","DPT",0.000886741574142421
"85","FUT4",0.000888295898400954
"1712","RPP40",0.000888295898400954
"1948","TNC",0.000888999071794019
"2133","TNF",0.000891862738684642
"577","ATRAID",0.000892011833215893
"1851","SRD5A3",0.000892494900357503
"357","MYH2",0.00089342994568883
"535","CDC42SE1",0.000900060586647315
"1992","ZBED8",0.000901914634715108
"455","GRIP2",0.000907986197508725
"822","BSPRY",0.000908138644458036
"1736","KRT73",0.000909008163605926
"1481","DHX58",0.000910970087438948
"2104","TMEM69",0.000911109816264064
"610","ZFP64",0.000912592077774592
"788","RASGRP4",0.000912839250765922
"1203","STX1A",0.000912897235470108
"854","TMEM256",0.000913206220988444
"1576","ATP1A3",0.000916496574484812
"154","DHX37",0.000916701728877187
"363","CORO2B",0.000917643508782527
"108","HERC3",0.000917885401508577
"101","DSP",0.000920897460669815
"823","SLC16A4",0.000923052692546154
"503","TC2N",0.000925716227581653
"1902","SERINC3",0.000931923048438754
"107","CERS2",0.000934176277921987
"517","H2AZ1",0.00093522529245318
"996","OCIAD2",0.000936121695403684
"776","IGKV3D-11",0.000937377332813126
"975","C6orf136",0.000937440473784178
"2110","MEAF6",0.000941233423746306
"199","BROX",0.000941293061377429
"284","VSTM4",0.000943571288737904
"856","HEPHL1",0.000949011288502172
"1702","ALG3",0.000949011288502172
"2065","STRAP",0.000949011288502172
"547","CACYBPP2",0.000950595897241379
"301","MYO3A",0.000952024982580588
"167","ACTA1",0.000954139732103627
"964","RPP21",0.000954139732103627
"1812","ZBED2",0.000960423480083139
"1755","TRIM69",0.000963040218762797
"636","AHCTF1",0.00096308131036562
"27","ELL",0.000965023037267774
"1415","IGKV3-15",0.000975312060078691
