"","Gene","padj"
"67","IGHG4",0.000352137555898183
"796","IRAG2",0.000352137555898183
"1435","TM9SF4",0.000352137555898183
"734","ZNF107",0.000352300120505071
"1187","RBMS1",0.000353860425416983
"378","XIAP",0.000354969858991617
"940","GPANK1",0.000354969858991617
"1268","CST6",0.000354969858991617
"1509","CCL14",0.000354969858991617
"918","ASS1P1",0.000356553806882133
"374","PHEX",0.000358668590288758
"288","DPY19L2P2",0.000360209134635448
"1271","NBPF1",0.000361668278923506
"1544","TRGC1",0.000361668278923506
"1578","ETAA1",0.000361668278923506
"1237","MIA2",0.000361773315958279
"279","TRIP12",0.000362210772511156
"897","KIAA2026",0.000364471379292621
"1076","SRSF2",0.000364471379292621
"1729","RAP1B",0.000364471379292621
"1547","EPN1",0.000365026833099641
"1464","RHOT2",0.000366580772248658
"1504","NBPF25P",0.000371527186715121
"1331","IGFBP2",0.000371870046826647
"446","POGK",0.000372512593722296
"768","SYNE1",0.000372798736868794
"703","TMSB4XP1",0.00037718878073597
"1142","ADA",0.00037866056997396
"1859","CBX1",0.000380834293086771
"1191","IGHV3-73",0.000380929154245452
"727","TELO2",0.000384841232877675
"1045","ZNF845",0.000392733424156353
"1215","NOSIP",0.000392733424156353
"753","USP21",0.000393258611857506
"1861","PPP1R3B",0.000393675404209894
"573","FLYWCH2",0.000397312555933018
"1889","PLSCR1",0.000401492908107905
"1628","RPL23AP42",0.000403236273423535
"228","IGF1R",0.000403356191200942
"312","GPR55",0.000403356191200942
"732","NACA",0.000405467667897775
"1611","AMY2B",0.000407616527564826
"650","TLR1",0.000408627261773878
"248","TNNI2",0.000410145545479561
"1159","TRAF4",0.000410145545479561
"738","FZR1",0.000412643255197492
"1370","USP34",0.000412643255197492
"733","KRT27",0.000414207297529938
"1286","POTEF",0.000414455034514048
"1657","POLK",0.000414455034514048
"237","FAM181B",0.000417746461373464
"92","NBPF15",0.0004197505434775
"421","NFYA",0.0004197505434775
"1285","LRRC37A2",0.0004197505434775
"1305","KLC4",0.000421353109306999
"690","NBPF20",0.000424065368873601
"1747","RGPD4",0.000424924546571246
"95","RRP9",0.0004277728300499
"335","ZNF440",0.000428770243554661
"833","IL17RD",0.000431646134058334
"506","NPIPB2",0.000431705350065591
"915","PMS1",0.000431705350065591
"1497","DOT1L",0.000431705350065591
"684","FAM53C",0.000432268480672723
"1258","MEGF10",0.000434712395684597
"508","NCOA3",0.000434808601537721
"1696","IGHV4-39",0.000440886814856289
"62","TPO",0.000442875076976034
"112","RASSF6",0.000442875076976034
"1260","IGKV1-33",0.000442875076976034
"543","RNF187",0.000449032747717826
"1071","CAP1P1",0.000449032747717826
"1618","OR2T29",0.000449032747717826
"1582","NAMPT",0.00045068183352966
"22","TRAV8-2",0.000450917803120676
"26","SLC11A2",0.000454209817098467
"749","MBD4",0.000457870920412513
"1348","CRLF3",0.000457870920412513
"277","BRPF3",0.000457992664274778
"709","AQP3",0.000457992664274778
"1257","RNA5SP141",0.000457992664274778
"1407","PRKRA",0.000457992664274778
"1706","CLEC7A",0.000457992664274778
"1846","PPIAL4C",0.000457992664274778
"1872","CBFA2T3",0.000457992664274778
"840","GOLGA6L4",0.000463724884357847
"669","TBC1D29P",0.000467977666786819
"598","FCRL3",0.000475174649152147
"1226","IGKV5-2",0.00047811174756205
"190","PLCL2",0.000480428416530352
"692","ADAM9",0.000480428416530352
"1064","PPWD1",0.000480428416530352
"1245","LIX1L",0.000480428416530352
"460","CAD",0.000487153234140209
"146","CPA3",0.000489150884786824
"219","CSTA",0.000489150884786824
"563","NUDT16L1",0.000500012067176454
"657","DDIT4",0.000500012067176454
"973","FOXJ3",0.000500012067176454
"1700","IDE",0.00050137946080487
"1074","PRMT6",0.000502348042481174
"1289","PPP2R1A",0.000502348042481174
"249","MITD1",0.000503221059386892
"736","STUB1",0.000506041547289922
"222","KLF6",0.000506550039240524
"1746","RPS7P3",0.000506550039240524
"1546","IGLV2-8",0.000514071611929915
"1572","SOWAHA",0.000515797329379229
"1091","MFSD10",0.000517196162200087
"16","AGAP4",0.00051766895172185
"960","IGFN1",0.000522253460342415
"1048","SEMA4B",0.000522253460342415
"1697","IL1R1",0.000522253460342415
"1775","ANKRD30B",0.000522253460342415
"27","TRAPPC12",0.000523922073763141
"30","NABP1",0.000533382313316655
"172","KLHL42",0.000533382313316655
"1138","TNNC2",0.000533382313316655
"1558","CNIH2",0.000533382313316655
"289","DKKL1",0.000537068321230429
"1647","USP15",0.000537068321230429
"851","KLRB1",0.000540509755107193
"759","JARID2",0.000542539753794132
"899","TMEM131",0.000542705102924572
"94","RARS2",0.000543415038617661
"253","FAS",0.000546058721421573
"921","FAM120AOS",0.000552916828036168
"1078","SOS1",0.000552916828036168
"1317","DAXX",0.000552916828036168
"1825","ZNF512B",0.000555297967358368
"612","SHD",0.000557047801253866
"944","LAD1",0.000557047801253866
"1166","NISCH",0.000557829844268149
"1721","POLR2J",0.000557829844268149
"530","MRPL55",0.000559170839866673
"1025","HSPA2",0.000560535948820663
"485","STAM2",0.000560751197907414
"232","PTPRC",0.00057027441042736
"1474","ZCCHC8",0.00057027441042736
"233","AGTR1",0.000573103678765394
"1099","CD40LG",0.000573103678765394
"933","TMEM135",0.000575684367338569
"1777","BEND3",0.000575684367338569
"1887","KRT6C",0.000581251290654003
"665","RGPD5",0.000583048213865522
"1297","PARP8",0.000589121424848013
"338","PDF",0.000590913217565992
"1426","CCBE1",0.000592624945510141
"1120","TYW5",0.000595156870613381
"1623","PLEKHM1",0.000595156870613381
"858","AC092070.2",0.00060125178268163
"1263","AC093668.1",0.000608528890215205
"1101","CBWD5",0.000612491114091954
"856","XPA",0.000613361426069939
"731","ZNF385D",0.000614039434768914
"1586","RAB1AP1",0.000621527608425504
"1848","NREP",0.000621896766885718
"326","IL17RC",0.000624136825154999
"1433","DAB2IP",0.000624136825154999
"443","ORC2",0.000624439049370391
"1321","PTEN",0.000633789114105256
"1262","FAM20A",0.000635573713648337
"1690","KIF5C",0.000635573713648337
"1576","FCHO2",0.000640205787557466
"1032","VAMP4",0.000641975555766701
"528","ZNF468",0.000647379275843736
"116","ZNF85",0.000648797855760776
"747","ATP8B4",0.000649317465237386
"178","CUL3",0.00065012260815878
"309","PITPNB",0.00065012260815878
"905","EBF1",0.000655251181671907
"745","C12orf75",0.000657900014797746
"1764","YIPF3",0.000657900014797746
"781","CYP4F8",0.000669518114199833
"1805","TACR1",0.000671349270091558
"199","TRGV8",0.000673166874463341
"744","ATP1A2",0.000673166874463341
"1214","NSFP1",0.000673166874463341
"115","NOL8",0.000677275670684292
"688","PRMT1",0.000677275670684292
"1396","AC138207.8",0.000677275670684292
"1838","ZNF83",0.000677275670684292
"1031","BOLA1",0.000678053552432956
"252","YAF2",0.000682486130896801
"1003","BX679664.3",0.000682486130896801
"1823","ZNF117",0.000684508489873367
"1283","ABI1",0.000685089523216731
"273","FARS2",0.000686743918115442
"900","ZNF267",0.000699442548478852
"60","ACADL",0.000704536667629184
"1118","IGHV4-55",0.000711121511356308
"1295","CYB5R2",0.000711407876015484
"1552","THEMIS",0.000711407876015484
"689","DIABLO",0.000716198809798363
"649","RPS6KA3",0.000719258766091615
"234","HEXB",0.000723098814300939
"1272","RUVBL2",0.000723883208387493
"584","ZNF212",0.000726772918054853
"715","CORO1B",0.000731891855680443
"1011","CPLANE1",0.000731891855680443
"1218","PLIN1",0.000731891855680443
"1077","GPSM1",0.000733987624848387
"735","PGM5",0.00073815619116815
"1779","SIN3B",0.000739702201183039
"1206","CASP1",0.000740635271179407
"1070","IGF1",0.000742518029078367
"1193","IGLV2-18",0.000744064327663365
"355","LAMP3",0.000744793300455638
"1282","CRIP2",0.000744793300455638
"1525","USP5",0.000744793300455638
"285","SPG11",0.000745332298745369
"792","BNIPL",0.000745332298745369
"993","UHRF1",0.000745332298745369
"724","KRT81",0.000746102662633807
"1802","TMEM129",0.000758774176094018
"974","BTBD6P1",0.000759077025592512
"395","PLEKHH3",0.000759921871243939
"1549","HERC2P9",0.000767338592282754
"491","BLOC1S2",0.000767450426949561
"1776","PATZ1",0.000770358816965661
"1010","TGFBR3",0.000774411968296002
"1536","KRT79",0.000774411968296002
"1234","KIFBP",0.000779045280675234
"1619","H2AC21",0.000782835288484849
"1668","JMJD1C",0.000787313506286008
"533","MS4A4E",0.000787467368385609
"1250","DAGLA",0.000787987054296874
"964","MUS81",0.000792059987746943
"179","PCGF5",0.000806575786692198
"294","TASL",0.000815077601378787
"821","IGHV3-15",0.000817959251173934
"1017","RPUSD1",0.000817959251173934
"1068","B4GAT1",0.000817959251173934
"1131","ZFYVE16",0.000817959251173934
"1306","GOLGA6L17P",0.000817959251173934
"1671","KHDRBS1",0.000817959251173934
"1871","ARL5A",0.000817959251173934
"914","TAB1",0.000818000593704766
"1342","CR1L",0.000818000593704766
"439","CD1A",0.000818356842957457
"990","ATR",0.00082014198906969
"1430","ACTR3C",0.000820182789358477
"884","KRIT1",0.000823976061035499
"1599","SLC29A3",0.000824908193210362
"1021","CYLD",0.000834713969808578
"225","NPIPB3",0.000844631392229579
"263","TPSAB1",0.000844631392229579
"1231","AP2A1",0.00085560849416368
"839","ECHDC1",0.000863096750789752
"1152","TMEM9",0.000863096750789752
"423","CXCR5",0.000863863352044156
"1545","KRT14",0.000863863352044156
"125","CENPC",0.000873737764328759
"1633","POR",0.000881179533895836
"181","APEX2",0.000881372554397677
"51","SLC33A1",0.000888067682176268
"567","CHMP1A",0.000888067682176268
"1322","AC106872.2",0.000888067682176268
"1598","RHOB",0.000890709310902866
"1456","AC091390.3",0.000893830332910637
"797","MMP24OS",0.000895297180899137
"1770","IGLV5-45",0.000895297180899137
"111","ZNF780A",0.000897402695974428
"1291","CEP131",0.000897402695974428
"24","ANKRD36",0.000911826559422554
"1782","CLEC10A",0.000911826559422554
"1243","VARS1",0.000915237352325744
"376","IFT80",0.000916387940142387
"877","MEX3B",0.000916387940142387
"979","C12orf4",0.000925724484354415
"1424","GPR37",0.000925724484354415
"1554","VPS13C",0.000925724484354415
"53","TRPM7",0.000935063948096065
"447","RPL26P6",0.000938559764295133
"39","FZD4",0.000945072805213874
"194","IGHV4-61",0.00094988826257306
"775","PPP2R5D",0.00094988826257306
"920","PPP3CC",0.00094988826257306
"1036","ANO6",0.00094988826257306
"1116","KDM4B",0.00094988826257306
"1445","TUG1",0.00094988826257306
"1588","IGKV2-24",0.00094988826257306
"588","SP140",0.000952472838136431
"758","NBPF19",0.000952566131928854
"397","CUL4B",0.000954827875532632
"458","PON3",0.000954827875532632
"1856","ZFP57",0.000955287628919532
"1254","COL4A4",0.000956579767689984
"659","TANK",0.000958646658808548
"1066","METTL25",0.000958646658808548
"977","LMBRD1",0.0009587975575215
"1406","CYCSP23",0.0009587975575215
"1080","PCDH7",0.000971226912646504
"1567","ERG",0.000978627764108938
"136","ADGRL1",0.000983509917683733
"98","SEPSECS",0.00098746037475156
"1664","SMG1P7",0.00099289664536174
"123","GOLGA8N",0.000998196995974314
"379","GK",0.00099882336328478
"1146","IGHV6-1",0.00099882336328478
"223","FTH1P23",0.00100173533808756
"719","FDCSP",0.00101567302577532
"577","DEF8",0.00101595289710804
"837","RAB21",0.00101685463356801
"1043","MMAB",0.00101685463356801
"151","CMA1",0.00102303055308954
"1877","PPP4C",0.00102585109064052
"89","C16orf72",0.00103559759672486
"803","CIAO1",0.00103559759672486
"685","MRPS26",0.00103607297395362
"1346","CDC27",0.00103607297395362
"384","YES1P1",0.00103670539304242
"1081","ZNF687",0.00103670539304242
"1472","TROAP",0.00104188553012201
"1865","TAOK3",0.00104188553012201
"1476","GNL1",0.00104874259348365
"742","ZBED5",0.00104958211158085
"1092","ATE1",0.00104964586039977
"693","CYB5A",0.00105138026160881
"1171","USP11",0.00105138026160881
"1190","ITGB1BP1",0.00105138026160881
"1658","CNOT3",0.00105138026160881
"1506","GK3P",0.0010515748277178
"11","MYO1E",0.00105315959946959
"448","SELP",0.00106080322869409
"303","WRNIP1",0.00108054942718918
"869","AGAP9",0.00108222018898141
"422","EPS15",0.00108317997911189
"913","LAX1",0.00108317997911189
"1029","TNNT3",0.00108317997911189
"1366","MIB2",0.00108317997911189
"1205","SP110",0.00108772442243229
"1075","RAP1A",0.00109412320725325
"431","KIF20A",0.00109551224945934
"1362","OGA",0.00109551224945934
"82","MLLT1",0.00110248253325409
"306","MED21",0.00110248253325409
"1758","PRCC",0.00110248253325409
"341","GEMIN4",0.00110298883926834
"579","FAM204A",0.00110298883926834
"1740","TLR5",0.00110298883926834
"1301","RPL21P93",0.00111034594797114
"452","DUSP18",0.00112357096518162
"931","PAQR8",0.00112571267493303
"1369","LPAL2",0.00112571267493303
"394","RNF212",0.00112834035275299
"1516","SH3RF2",0.00112834035275299
"1179","PCDHGB3",0.00113161271425233
"604","OR5J2",0.00113442604130319
"435","ARG1",0.00113861884621914
"1613","KRT31",0.00114137075517274
"347","NDUFA12",0.00115073146136891
"1323","PBX2",0.00115230916035187
"1667","AC091167.1",0.00116581008206212
"1127","ABHD16A",0.00116885297188464
"555","CCDC59",0.00117413342744892
"1385","STEAP4",0.00117545179205642
"398","MED23",0.00118013935463176
"396","ERCC6",0.0011842299956205
"683","PPIL3",0.0011842299956205
"1809","GOLGA8M",0.0011842299956205
"845","ELAVL1",0.00119155455272687
"587","VEZF1",0.00119512641164998
"814","MAGED2",0.00119512641164998
"988","INO80D",0.00119660269770751
"1112","OR4F28P",0.00119660269770751
"45","MYCBP2",0.00119873533091478
"270","DCD",0.0012010823576045
"495","USP6",0.0012010823576045
"366","ZNF28",0.00120277929577186
"5","DECR2",0.00120603050139758
"79","KIF22",0.00120971075722372
"1602","STAB2",0.00120992449362823
"1617","ERBIN",0.00121477183632936
"606","TTYH1",0.00121600649440554
"432","STK4",0.00121832054671109
"935","AL139421.1",0.00121832054671109
"147","NUBP2",0.00122060333436623
"1607","ZNF701",0.00123278415390206
"428","TWF1",0.00123329971711532
"1863","PGAM5",0.00123329971711532
"1874","EVI5",0.00123329971711532
"475","SBF2",0.00123748125098769
"1267","TARBP2",0.00123863646892312
"455","MTF1",0.00124407778763543
"614","ASCC3",0.00124407778763543
"1688","MMGT1",0.00124407778763543
"549","APLP1",0.00124924046340005
"1459","BTBD10P2",0.00124924046340005
"1502","ELP5",0.00124924046340005
"1789","FTH1",0.00124924046340005
"454","FBN3",0.00125301155051881
"1420","UBE2D3",0.00125301155051881
"1030","MESP1",0.0012570301182073
"1498","PIAS4",0.00125724762336586
"1096","HBS1L",0.00126511244827824
"1606","APEH",0.00126511244827824
"1621","COL4A3",0.00126511244827824
"1842","PDE4DIPP2",0.00126511244827824
"1605","CD3D",0.00126807169777282
"507","GLUD1",0.00127035031687674
"1679","FLAD1",0.00127035031687674
"1051","PPCS",0.00127205348218891
"247","SH2B1",0.00127894895368665
"642","DHX34",0.00128021170737227
"968","BCL2L12",0.00128417535453466
"1037","EPS8",0.00128417535453466
"1452","SPPL2B",0.00128845210793519
"1090","CD79A",0.00129858393587305
"952","DOC2B",0.00130759071289383
"1522","KRT1",0.00131021876765962
"1739","ENTPD1",0.00131021876765962
"1817","RRAS2",0.00131021876765962
"1885","RAC2",0.00131021876765962
"605","ARMH3",0.00131616811558157
"862","OFD1",0.00131688189090036
"1082","LIPT1",0.00131688189090036
"63","LMOD2",0.00131782436247665
"323","PARP11",0.00131782436247665
"601","PCGF3",0.00131782436247665
"1107","GSDMC",0.00131782436247665
"1656","RPL21P123",0.00131782436247665
"996","CD52",0.00131831318160015
"1548","NONO",0.00131831318160015
"675","NAPSB",0.00132275420534308
"210","ACTC1",0.00132809080724164
"1229","BLK",0.00132809080724164
"137","FTH1P11",0.00133220835980425
"1269","GPR171",0.00133220835980425
"1731","NBEAL1",0.00133220835980425
"752","ZBP1",0.00134253772945927
"1793","HERC4",0.00134253772945927
"224","MCM2",0.00134512751907806
"822","DGKB",0.00134921497639151
"904","SETDB1",0.00134921497639151
"1771","AC139769.1",0.00134921497639151
"764","POLRMT",0.00135118960792321
"451","MYL2",0.00135349481581633
"1125","CR1",0.00135873326512797
"114","UBE2B",0.00136321300324237
"203","ADRM1",0.00136321300324237
"537","COPS7B",0.00136321300324237
"728","PROSER3",0.00136321300324237
"879","DPF2",0.00136321300324237
"1100","IGHV4-28",0.00136321300324237
"1577","GAB3",0.00136975241872394
"756","PIMREG",0.00137298446165448
"205","TBCD",0.00137675910311437
"1444","LYPLA2",0.00137949047667605
"271","ZNF219",0.00137972777377897
"1866","CLEC11A",0.00138220661161569
"1529","DIAPH1",0.00138342376295302
"1650","ORMDL1",0.00139184129578863
"1115","SRF",0.00139477322331012
"1844","IGLV7-43",0.00139708820864412
"187","ECPAS",0.00139732165100426
"873","IMPG2",0.00139732165100426
"511","SRSF3",0.00139826776970156
"1670","CD209",0.00140584456126427
"1391","RICTOR",0.00140781838326696
"7","CD247",0.00140858287695005
"1691","CYREN",0.00141138746734707
"1446","BIRC3",0.00141157277663675
"1511","AC006042.2",0.00141775150916207
"1236","TIAL1",0.00142161045280894
"1448","ZNF705E",0.00142161045280894
"1589","SLFN5",0.00142161045280894
"163","KMT2B",0.0014246036370365
"1638","BBIP1",0.0014246036370365
"1137","DBR1",0.00143055054125322
"1645","RAB11FIP2",0.00143122267664923
"1419","SHLD2P3",0.00143699136987351
"300","RAD9A",0.00143794039873214
"1601","IGLV2-11",0.00144088928423749
"868","R3HDM2",0.00146124810095133
"1047","AVPR1A",0.00146124810095133
"1249","C7orf31",0.00146559002157585
"1160","DLG1",0.00146791788533863
"1382","ADGRF4",0.00147664891518448
"1326","TP53I13",0.0015017366933797
"1089","NPIPA9",0.00150432434926209
"131","SND1",0.00152028896814075
"353","CCDC6",0.00152100457731928
"1345","P2RX5",0.0015365240634301
"1251","RRP1B",0.00154694889540355
"1067","POU2AF1",0.00154785399715311
"779","RASGRP2",0.00155019928993326
"1069","PFKL",0.00155019928993326
"1106","SFRP4",0.00155019928993326
"81","H4C1",0.00155163411198104
"171","PLAA",0.00155163411198104
"780","AKR1C8P",0.00155595714341388
"565","UBQLN1",0.0015574521820668
"1358","NLRP7",0.00155747180240567
"1751","ZNF441",0.00156406575484583
"440","DRICH1",0.00156696699759981
"720","SLC39A1",0.00156757896923389
"1879","NAB2",0.00156757896923389
"1849","SMN2",0.00156862869766363
"311","RPL9",0.00157772636546229
"484","ATG3",0.00157772636546229
"875","RPP21",0.00157772636546229
"291","ZNF765",0.00158195012930978
"1","SLC16A7",0.00159433654390634
"1440","TDRD12",0.00161925293651241
"1470","ZNF821",0.00161925293651241
"1862","C1orf35",0.00161925293651241
"1883","MARK4",0.00162294033001739
"946","GPR65",0.00163185046910025
"1018","ZNF564",0.00163851125174158
"1341","BLOC1S4",0.00164562912820938
"1431","TRBV5-6",0.00164562912820938
"1884","OSBPL3",0.00165659296907866
